Total counts of 1grams for the ger-all corpus. 2009/07/15. The fields, separated by tabs, correspond to the year, the number of 1grams, the number of pages, the number of books.
1959	218232142	584585	2045
1960	233502281	630978	2186
1961	266998907	698965	2478
1962	282378993	747575	2819
1963	282313043	775593	2938
1964	274008303	733844	2683
1965	295456457	801792	2981
1966	304018215	841213	3070
1967	347388755	946881	3440
1968	362946588	992225	3619
1969	366491740	1007843	3772
1970	375126054	1013997	3723
1971	367778618	993680	3553
1972	370399347	976073	3372
1973	372948935	1023822	3497
1974	394984169	1081554	3630
1975	418578790	1136102	3722
1976	407148822	1111121	3735
1977	456488714	1248697	4177
1978	440458382	1212334	4111
1979	467474666	1304418	4515
1980	465001733	1284576	4548
1981	443142831	1229482	4426
1982	447761450	1266066	4661
1983	441301961	1235503	4434
1984	401336536	1074031	3655
1985	359667506	967907	3365
1986	355223341	952302	3288
1987	341863988	923531	3134
1988	378587370	1007863	3463
1989	367359122	981637	3435
1990	366859223	986711	3569
1991	345108396	925602	3349
1992	313361071	829696	3026
1993	354038170	911484	3103
1994	362328863	958009	3449
1995	397639895	1037981	3648
1996	359707813	931079	3272
1997	335254364	871980	3044
1998	320657504	831362	2835
1999	404272454	1048748	3519
2000	557978806	1468763	5154
2001	601566878	1583386	5695
2002	676753421	1799037	6472
2003	790408559	2122591	7660
2004	935145643	2567574	9318
2005	909605536	2468876	8818
2006	966605315	2636810	9278
2007	1108554188	3227150	23592
2008	939154549	2872752	23437
