1815,br,1,0,0,0
1826,br,1,0,0,0
1840,br,1,0,0,0
1842,br,1,0,0,0
1843,br,1,0,0,0
1843,br,1,0,0,0
1843,br,1,0,0,0
1847,br,1,0,0,0
1848,br,1,0,0,0
1849,br,1,0,0,0
1852,br,1,0,0,0
1853,br,1,0,0,0
1853,br,1,0,0,0
1853,br,1,0,0,0
1854,br,1,0,0,0
1854,br,1,0,0,0
1854,br,1,0,0,0
1854,br,1,0,0,0
1854,br,1,0,0,0
1855,br,1,0,0,0
1855,br,1,0,0,0
1855,br,1,0,0,0
1856,br,1,0,0,0
1856,br,1,0,0,0
1856,br,1,0,0,0
1856,br,1,0,0,0
1857,br,1,0,0,0
1857,br,1,0,0,0
1857,br,1,0,0,0
1859,br,1,0,0,0
1860,br,1,0,0,0
1860,br,1,0,0,0
1860,br,1,0,0,0
1860,br,1,0,0,0
1860,br,1,0,0,0
1861,br,1,0,0,0
1861,br,1,0,0,0
1861,br,1,0,0,0
1861,br,1,0,0,0
1861,br,1,0,0,0
1861,br,1,0,0,0
1862,br,1,0,0,0
1863,br,1,0,0,0
1863,br,1,0,0,0
1863,br,1,0,0,0
1863,br,1,0,0,0
1863,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1864,br,1,0,0,0
1865,br,1,0,0,0
1865,br,1,0,0,0
1865,br,1,0,0,0
1865,br,1,0,0,0
1865,br,1,0,0,0
1866,br,1,0,0,0
1866,br,1,0,0,0
1866,br,1,0,0,0
1866,br,1,0,0,0
1866,br,1,0,0,0
1866,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1867,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1868,br,1,0,0,0
1869,br,1,0,0,0
1869,br,1,0,0,0
1869,br,1,0,0,0
1870,br,1,0,0,0
1870,br,1,0,0,0
1870,br,1,0,0,0
1870,br,1,0,0,0
1871,br,1,0,0,0
1871,br,1,0,0,0
1871,br,1,0,0,0
1871,br,1,0,0,0
1871,br,1,0,0,0
1871,br,1,0,0,0
1872,br,1,0,0,0
1872,br,1,0,0,0
1872,br,1,0,0,0
1873,br,1,0,0,0
1873,br,1,0,0,0
1873,br,1,0,0,0
1873,br,1,0,0,0
1873,br,1,0,0,0
1873,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1874,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1875,br,1,0,0,0
1876,br,1,0,0,0
1876,br,1,0,0,0
1876,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1877,br,1,0,0,0
1878,br,1,0,0,0
